#	English - EN	Spanish - ES	#Korean - KO	Chinese Simplified - ZH	#Chinese Traditional - ZH	#Japanese - JA	#Russian - RU	French - FR
#VERSION								
#								
LAUNCH_NOT_DETECTED	Launcher not detected...	Launcher no detectado...	버전 확인중...	新版检查中...	檢查版本...	バージョンを確認しています…	Лаунчер не обнаружен...	Vérification de la version...
MINIGAMES_WARPING_PAGE_1	Avoid the warps at all costs! Your goal is to push three gray blocks all the way to the left in order to cross and kill yourself with the spike. The {Color}Team Players{Color} will shoot warps up to mess with you.	¡Evita los portales a toda costa! Tu objetivo es empujar tres bloques grises todo el camino hacia la izquierda para poder cruzar y matarte con el pincho. Los jugadores del {Color}Equipo Rival{Color} lanzarán portales para fastidiarte.		尽你所能躲掉传送门！你的目标是将三个灰色砖块推到最左边以抵达刺并自杀。{Color}多人队伍{Color}会向上发射传送门来阻止你。		3 つの灰色のブロックを左端まで押して、針に当たりましょう。{Color} 対戦相手 {Color} は、ワープを発射して邪魔をしてきます。		Évitez les téléporteurs à tout prix ! Votre mission est de pousser trois blocs gris tout à gauche pour pouvoir traverser et vous suicider sur la pique. Les {Color}joueurs en équipe{Color} tirent des téléporteurs pour vous rendre la vie plus difficile.
MINIGAMES_WARPING_PAGE_2	The {Color}Solo Player{Color} is trying to kill themselves, you need to stop them! Shoot warps up constantly to make them go back to the beginning and prevent them from pushing all three gray blocks!	¡El {Color}Jugador Solitario{Color} está tratando de matarse a sí mismo, ¡tienes que detenerlo! Dispara portales constantemente para hacer que regrese al principio y evitar que empuje los bloques grises.		{Color}单人玩家{Color}正在尝试自杀，你需要阻止他！持续向上发射传送门来送他回到起点以阻止他推过全部三个灰色砖块！		{Color}対戦相手{Color}が針に向かっているので、阻止しましょう。ワープをたくさん撃ってスタート時点に戻し、3 つの灰色のブロックすべてを置かせないようにします。		Le {Color}joueur solo{Color} essaie de se suicider, vous devez l'arrêter ! Tirez des téléporteurs vers le haut sans cesse pour le faire revenir au début et l'empêcher de pousser 3 blocs gris.
MINIGAMES_WARPING_PAGE_3	{Left key}{Right key} Move\n{Color}Team Players{Color}\n{Shoot key} Shoot Warp	{Left key}{Right key} Moverse\n{Color}Equipo Rival{Color}\n{Shoot key} Disparar Portal		{Left key}{Right key} 移动\n{Color}多人队伍{Color}\n{Shoot key} 发射传送门	{Left key}{Right key} 移動\n{Color}多人團隊{Color}\n{Shoot key} 發射傳送門	{Left key}{Right key} 移動\n{Color}Team Players{Color}\n{Shoot key} ワープを撃つ	{Left key}{Right key} Ходьба\n{Color}Команда Игроков{Color}\n{Shoot key} Стрелять в Портал	{Left key}{Right key} Se déplacer\n{Color}joueurs en équipe{Color}\n{Shoot key} Tirer un téléporteur
MINIGAMES_HUNT_NAME	Hunt Trouble	Caza Problemática		狩猎麻烦	狩獵麻煩	キッドハント		Chasse aux Problèmes
MINIGAMES_HUNT_PAGE_1	The {Color}Team Players{Color} are hunting you, throw them off by constantly jumping around and try not to fall off the blocks!	¡Los jugadores del {Color}Equipo Rival{Color} te están cazando! Desorientalos saltando constantemente y trata de no caer de los bloques.		{Color}多人队伍{Color}正在猎杀你，来回跳跃以甩开他们并且避免掉出屏幕！		{Color}対戦相手{Color}があなたを追いかけてきます。ずっとジャンプや移動をして避け続け、ブロックから落ちないようにしてください。最後まで生き残ることができれば勝利です。		Les {Color}joueurs en équipe{Color} vous chassent. Déjouez-les en sautant constamment et essayez de ne pas tomber des blocs !
MINIGAMES_HUNT_PAGE_2	The {Color}Solo Player{Color} is trying to get away. Corner them, aim, and then shoot to kill!	El {Color}Jugador Solitario{Color} está tratando de escapar. Acorrálalo, apunta y luego dispara para eliminarlo.		{Color}单人玩家{Color}正在尝试逃离，包抄他，瞄准，射击，击杀之！		{Color}対戦相手{Color}が逃走しています。追い詰めて狙いを定め、撃って殺しましょう。		Le {Color}joueur solo{Color} essaie de s'enfuir. Coincez-le, visez, et tirez pour tuer !
MINIGAMES_HUNT_PAGE_3	{Left key}{Right key} Move\n{Jump key} Jump	{Left key}{Right key} Moverse\n{Jump key} Saltar		{Left key}{Right key} 移动\n{Jump key} 跳跃	{Left key}{Right key} 移動\n{Jump key} 跳躍	{Left key}{Right key} 移動\n{Jump key} ジャンプ	{Left key}{Right key} Ходьба\n{Jump key} Прыжок	{Left key}{Right key} Se déplacer\n{Jump key} Sauter
MINIGAMES_HUNT_PAGE_4	{Left key}{Up key}{Down key}{Right key} Move\n{Shoot key} Shoot	{Left key}{Up key}{Down key}{Right key} Mover\n{Shoot key} Disparar		{Left key}{Up key}{Down key}{Right key} 移动\n{Shoot key} 射击	{Left key}{Up key}{Down key}{Right key} 移動\n{Shoot key} 射擊	{Left key}{Up key}{Down key}{Right key} 移動\n{Shoot key} ショット	{Left key}{Up key}{Down key}{Right key} Ходьба\n{Shoot key} Стрельба	{Left key}{Up key}{Down key}{Right key} Se déplacer\n{Shoot key} Tirer
MINIGAMES_AIMING_NAME	Aiming Tiles	Tiro Al Bloque		瞄准棋子	瞄準磚塊	タイル射撃		Visée de Blocs
MINIGAMES_AIMING_PAGE_1	Destroy all the {Color}Team Players{Color}' blocks by shooting at them. But don't destroy the empty blocks or else they're gonna have more freedom to move!	Destruye todos los bloques del {Color}Equipo Rival{Color} disparándoles. Pero no destruyas los bloques vacíos, ¡O de lo contrario tendrán más libertad para moverse!		射击破坏所有{Color}多人队伍{Color}的砖块。尽量避免破坏空的砖块，否则他们会获得更多躲避空间！		{Color}対戦相手{Color}のブロックをすべて撃って破壊しましょう。しかし、普通のブロックは破壊してはいけません。対戦相手が自由に動きやすくなってしまいます。全ての対戦相手のブロックを破壊することができれば勝利です。		Détruisez tous les blocs des {Color}joueurs en équipe{Color} en tirant dessus, mais ne détruisez pas les blocs vides sinon ils aurant plus de liberté de mouvement !
MINIGAMES_AIMING_PAGE_2	Don't get hit by the {Color}Solo Player{Color}'s laser! Move around to dodge it, but don't get trapped in between two empty blocks or you're gonna be unable to escape!	¡No te dejes golpear por el láser del {Color}Jugador Solitario{Color}! Muévete para esquivarlo, pero ten cuidado de no quedarte atrapado entre dos bloques vacíos, ¡O no podrás escapar!		不要被{Color}单人玩家{Color}的镭射打到！四处移动躲避之，但要避免被困在两个空的砖块中间，否则你将无路可逃！		{Color}対戦相手{Color} のレーザーを避けるために動き回ってください。ただし、2つの普通のブロックの間に閉じ込められると、そこから動けなくなってしまいます。時間切れまで耐えることができれば勝利です。		Ne vous faites pas tirer dessus par le laser du {Color}joueur solo{Color} ! Déplacez-vous pour l'esquiver, mais ne vous faites pas piéger entre deux blocs vides ou vous ne pourrez plus vous échapper !
MINIGAMES_AIMING_PAGE_3	{Left key}{Right key} Move\n{Color}Solo Player{Color}:\n{Shoot key} Shoot	{Left key}{Right key} Moverse\n{Color}Jugador Solitario{Color}:\n{Shoot key} Disparar		{Left key}{Right key} 移动\n{Color}单人玩家{Color}：\n{Shoot key} 射击	{Left key}{Right key} 移動\n{Color}單人玩家{Color}：\n{Shoot key} 射擊	{Left key}{Right key} 移動\n{Color}Solo Player{Color}:\n{Shoot key} ショット	{Left key}{Right key} Ходьба\n{Color}Одиночка{Color}:\n{Shoot key} Стрельба	{Left key}{Right key} Se déplacer\n{Color}joueur solo{Color}:\n{Shoot key} Tirer
MINIGAMES_HOST_NAME	Hidden Host	Anfitrión Oculto		躲藏天主	躲藏天主	かくれんぼ		Hôte Caché
MINIGAMES_HOST_PAGE_1	Choose which door you wanna hide in at the start. But try to trick the {Color}Team Players{Color} by just wandering around. After each round the doors the others chose are gonna be locked. It's three rounds to win!	El {Color}Jugador Solitario{Color} elegirá una de las puertas. Intenta adivinar qué puerta eligió, si no logras encontrarlo, ¡la puerta que elegiste se bloqueará! Intenta encontrarlo antes de que pasen tres rondas.		选择你要躲藏的门。四处徘徊以迷惑{Color}多人队伍{Color}。每回合被对方选中的门都会上锁。成功躲藏三回合以获胜！		最初に隠れたいドアを選択してください。ただし、{Color} 対戦相手{Color} を騙すために周りを歩き回る必要があります。各ラウンドの後に、他の人が選んだドアはロックされます。3ラウンド全て耐えることができれば勝利です。		Choisissez derrière quelle porte vous voulez vous cacher au début, mais essayez de piéger les {Color}joueurs en équipe{Color} en errant ça et là. Après chaque tour, les portes que les autres ont choisies seront bloquées. Survivez trois tours pour gagner !
MINIGAMES_HOST_PAGE_2	The {Color}Solo Player{Color} will choose one of the doors. Try to guess which door they chose, if you fail to find them the door you chose is gonna lock up! Try to find them before three rounds pass.	El {Color}Jugador Solitario{Color} elegirá una de las puertas. Intenta adivinar qué puerta eligió. Si no logras encontrarlo, ¡la puerta que elegiste se bloqueará! Intenta encontrarlo antes de que pasen tres rondas.		{Color}单人玩家{Color}会选择其中一个门。请猜测其选择的门，如果你猜错了，被你选中的门会上锁！请在三回合内抓住他。		いずれか1つのドアを選択します。対戦相手がどのドアを選んだかを推測してください。見つけられなかった場合、選択したドアはロックされます。3 ラウンドが経過する前に見つけることができれば勝利です。		Le {Color}joueur solo{Color} va choisir l'une des portes, essayez de deviner laquelle ! Si vous n'y parvenez pas, la porte que vous avez choisie sera bloquée ! Essayez de le trouver avant la fin des trois tours !
MINIGAMES_HOST_PAGE_3	{Left key}{Right key} Move\n{Jump key} Jump Infinitely\n{Up key} Pick Door	{Left key}{Right key} Moverse\n{Jump key} Salto Infinito\n{Up key} Seleccionar Puerta		{Left key}{Right key} 移动\n{Jump key} 无限跳跃\n{Up key} 选择门	{Left key}{Right key} 移動\n{Jump key} 無限跳躍\n{Up key} 選擇門	{Left key}{Right key} 移動\n{Jump key} 無限ジャンプ\n{Up key} ドアを選ぶ	{Left key}{Right key} Ходьба\n{Jump key} Бесконечный Прыжок\n{Up key} Выбрать Дверь	{Left key}{Right key} Se déplacer\n{Jump key} Sauter à l'infini\n{Up key} Choisir une porte
MINIGAMES_HOST_ROUND	ROUND {Number}	RONDA {Number}	라운드 {Number}	第 {Number} 回合	第 {Number} 回合	ラウンド {Number}	РАУНД {Number}	TOUR {Number}
MINIGAMES_HOST_HIDE	HIDE!	¡OCÚLTATE!	숨으세요!	快藏好！	快藏起來！	隠れて！	ПРЯЧЬСЯ!	ON SE CACHE !
MINIGAMES_HOUSE_NAME	Bad House	Casa Mala		讨厌小屋	討厭小屋	バッドハウス		Mauvaise Maison
MINIGAMES_HOUSE_PAGE_1	That's a very bad house! Don't let the cherries touch you. The house is being controlled by the {Color}Team Players{Color}, survive and wait for the timer to expire.	¡Esa es una casa muy mala! No dejes que las cerezas te toquen, la casa está siendo controlada por el {Color}Equipo Rival{Color}, sobrevive hasta que el reloj llegue a cero.		这是个非常讨厌的小屋！不要让樱桃碰到你，{Color}多人队伍{Color}正在控制小屋，在时限内活下来。		チェリーに当たらないようにしてください。バッドハウスは {Color} 対戦相手 {Color} によって操られます。最後まで生き残れたら勝利です。		C'est une très mauvaise maison ! Ne laissez pas les cerises vous toucher. la maison est contrôlée par les {Color}joueurs en équipe{Color}. Survivez pendant le temps imparti pour gagner !
MINIGAMES_HOUSE_PAGE_2	You control the bad house, but each member of the team only has control of a single action. Cooperate and kill the {Color}Solo Player{Color} before the time runs out!	Tú controlarás la casa mala, pero cada miembro solo tendrá una única acción para controlar. Cooperen y maten al {Color}Jugador Solitario{Color} antes de que termine el tiempo.		你们能控制这个讨厌的小屋，但队伍里每个成员只能控制一种行动。在时限内合作并猎杀{Color}单人玩家{Color}！		あなたはバッドハウスを自由に動かすことができますが、各メンバーはジャンプ、左移動、右移動いずれかの操作しかすることができません。時間切れになる前に協力して {Color} 対戦相手 {Color} を倒すことができたら勝利です。		Vous contrôlez la mauvaise maison, mais chaque membre de l'équipe n'a qu'une seule commande. Coopérez et tuez le {Color}joueur solo{Color} avant la fin du temps imparti !
